adresse;codinsee;infoloc;acceshandi;payant;hommes;femmes;unisexe;enfants;web;openinghoursspecification;provenance;gid;lon;lat
2 Avenue Verguin;69386;en face;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-avenue-verguin;"[{'opens': '05:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;370;4,8545154000002295;45,77254089999715
36  Rue Félix Jacquier ;69386;angle rue Montgolfier;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-rue-felix-jacquier;"[{'opens': '05:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;372;4,847441500000302;45,77193239999715
Place Du 8 Mai 1945;69388;;;True;True;;;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-du-8-mai-1945-sud-est;;ville de Lyon, Open Street Map;420;4,867007800000099;45,72961529999715
Allée Du Chalet;69386;Parking des bus;;;;;;;;"[{'opens': '06:30', 'closes': '22:30', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon;375;4,8565508989287665;45,78061230205513
Place Edgar Quinet ;69386;face au n° 32, avenue de Saxe;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-edgard-quinet;"[{'opens': '06:00', 'closes': '02:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;379;4,84468330000033;45,76592349999716
Place Général Leclerc;69386;Enfants du Rhône;;;;;;;;"[{'opens': '06:30', 'closes': '22:30', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon;380;4,851957167664029;45,77725219150431
Place Jacques Elmaleh ;69386;angle Tête d'Or - Bugeaud;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-elmaleh;"[{'opens': '06:00', 'closes': '02:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;381;4,853041100000246;45,76688399999715
Place Puvis De Chavannes ;69386;côté Est rue Vendôme;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-puvis-de-chavanne;"[{'opens': '06:00', 'closes': '02:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;383;4,844415200000334;45,77127009999715
Square Du Capitaine Billon;69386;;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-square-du-capitaine-billon;"[{'opens': '05:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;386;4,856875300000205;45,77033509999714
10 Avenue Leclerc;69387;en face;True;True;True;;;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-avenue-leclerc;;ville de Lyon, Open Street Map;388;4,832485500000455;45,746738199997154
13 Rue Challemel Lacour;69387;en face;True;True;;;True;;;"[{'opens': '05:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;389;4,831986100000462;45,72955779999716
15  Rue Batonnier Jacquier;69387;angle Rue Domer;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-square-du-beguin;"[{'opens': '08:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;390;4,850051700000275;45,74783309999715
16 Allée Eugénie Niboyet;69387;;True;True;;;True;;;;Open Street Map;391;4,8345643000004355;45,73947509999715
1 Rue de l'Université;69387;;;True;;;;;;;Open Street Map;387;4,8374500000004055;45,75210189999716
37  Rue De L'épargne;69387;esplanade;True;True;;;;;;"[{'opens': '06:30', 'closes': '22:30', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;399;4,856618300000207;45,74181159999715
405  Avenue Jean Jaurès;69387;vers LOU;;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-parc-de-gerland-police;"[{'opens': '06:30', 'closes': '22:30', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;400;4,824796400000535;45,722847299997156
419  Avenue Jean Jaurès;69387;vers abeilles;True;True;;;True;;;"[{'opens': '06:30', 'closes': '22:30', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;401;4,823586600000547;45,72032689999715
419 Avenue Jean Jaurès;69387;;True;True;;;True;;;;Open Street Map;402;4,8217633000005655;45,72209219999715
51 Rue Montesquieu;69387;en face;True;;;;;;;"[{'opens': '05:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;403;4,843163400000346;45,75220289999716
6  Place Jean Jaurès ;69387;côté rue de Gerland;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-jean-jaures;"[{'opens': '05:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;404;4,840244400000376;45,73952299999716
6 Rue Alexander Fleming;69387;;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-parc-de-gerland-csi;;Open Street Map;405;4,821485000000569;45,72483039999716
Place Des Docteurs Charles Et Christophe Mérieux ;69387;;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-des-docteurs-charles-et-christophe-merieux;"[{'opens': '05:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;406;4,825789200000525;45,732631899997145
Place Emir Abd El Kader;69387;;True;True;True;;;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-emir-abd-el-kader;;ville de Lyon, Open Street Map;407;4,846285300000313;45,75222749999716
Place Raspail;69387;;True;True;;;;;;;Open Street Map;409;4,8394616000003845;45,75526409999715
Place Saint Louis ;69387;côté Sud rue du Béguin;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-saint-louis;"[{'opens': '06:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;410;4,848007500000296;45,74893199999717
Rue Saint Jérôme;69387; face au n° 6;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-saint-jerome;"[{'opens': '06:00', 'closes': '02:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;411;4,844549700000332;45,75000879999717
94 Boulevard des Etats-Unis;69388;;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-du-8-mai-1945-nord-est;;Open Street Map;415;4,866312949809643;45,73030924999577
Place Ambroise Courtois;69388;;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-ambroise-courtois;"[{'opens': '06:00', 'closes': '02:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;416;4,871141900000057;45,74411359999715
Place André Latarjet;69388;;;True;;;;;;"[{'opens': '05:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;417;4,885589599999909;45,72932589999714
Place Belleville ;69388;;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-belleville;"[{'opens': '06:00', 'closes': '02:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;418;4,853870200000236;45,73434589999715
Place Du 11 Novembre 1918;69388;;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-du-11-novembre-1918;"[{'opens': '06:00', 'closes': '02:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;419;4,868378800000086;45,73720249999716
6 Place Benoit Crépu;69385;;True;True;;;True;;;;Open Street Map;470;4,826209000000522;45,75846389999714
30 Quai Claude Bernard;69387;;True;True;;;;;;;Open Street Map;398;4,833665100000445;45,74827809999716
Place Général André ;69388;;True;True;;;;;;"[{'opens': '06:00', 'closes': '02:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;421;4,878001699999987;45,72752139999716
Place Marc Sangnier;69388;;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-marc-sangnier;"[{'opens': '05:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;422;4,883136599999934;45,732340799997154
1  Pont De L'ile Barbe;69389;au Sud-Ouest sous le pont;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-jardin-de-lile-barbe;"[{'opens': '05:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;423;4,831262900000469;45,79698709999716
10 Quai Arloing;69389;en face;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-quai-arloing;"[{'opens': '06:00', 'closes': '02:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;424;4,80992470000069;45,77341219999717
153 Avenue Barthélémy Buyer;69389;en face sur la place;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-avenue-barthelemy-buyer;"[{'opens': '05:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;426;4,796824500000825;45,76377739999717
21 Rue Antonin Laborde;69389;en face;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-jardin-des-saules;"[{'opens': '05:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;428;4,811154800000677;45,787065199997144
27 Avenue Sidoine Apollinaire;69389;en face;True;True;True;;;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-avenue-sidoine-appolinaire;;ville de Lyon, Open Street Map;431;4,795488400000839;45,77278159999716
271 Rue Victor Schoelcher;69389;;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-boulevard-de-balmont;;Open Street Map;432;4,797599200000818;45,78962999999717
18 Rue Denise Joussot;69389;;;True;;;;;;;Open Street Map;427;4,791933100000877;45,78385019999716
505  Rue De Beer-Sheva ;69389;angle avenue de la Sauvegarde;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-rue-beer-sheva;"[{'opens': '05:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;434;4,791241300000884;45,78923909999716
57 Rue Des Docteurs Cordier;69389;en face;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-rue-des-docteurs-cordier;"[{'opens': '05:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;435;4,826667500000518;45,801827099997155
6 Rue du 24 Mars 1852;69389;;True;True;;;;;;;Open Street Map;436;4,805303700000739;45,78112729999716
6d Montée des Roches;69389;;;;;;;;;;Open Street Map;437;4,792121300000875;45,77925869999716
8 Rue Docteur Horand;69389;en face;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-parc-montel;"[{'opens': '05:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;438;4,801841700000773;45,772455899997155
Place Abbé Pierre;69389;;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-de-labbe-pierre;"[{'opens': '05:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;439;4,795810700000837;45,78639619999716
86 Rue Chazière;69384;;;;;;;;;;Open Street Map;571;4,816905400000618;45,78088799999715
Place De Paris;69389;;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-de-paris;"[{'opens': '06:00', 'closes': '02:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;441;4,804449200000747;45,77897139999716
Place Ferber ;69389;côté rue Sergent Michel Berthet;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-ferber;"[{'opens': '06:00', 'closes': '02:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;442;4,805239300000739;45,77400809999715
Place Henri Barbusse;69389;;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-henri-barbusse;;ville de Lyon, Open Street Map;443;4,8302192000004815;45,79863779999715
Pont Robert Schuman;69389;en face;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-quai-de-la-gare-deau;"[{'opens': '05:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;444;4,808737500000703;45,78020959999715
Rue De La Pépinière Royale;69389;Parking;;;;;;;;"[{'opens': '05:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;445;4,80415170000075;45,76679079999716
12 Quai De La Pêcherie;69381;;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-quai-de-la-pecherie;"[{'opens': '06:00', 'closes': '00:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;448;4,831416400000468;45,76517859999715
1 Quai Saint Antoine;69382;;;True;;;;;https://parking.lpa.fr/parkings/saint-antoine/;;Open Street Map;449;4,8316710000004655;45,764464799997164
4 Quai Victor Augagneur;69383;en face;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-quai-victor-augagneur-2;"[{'opens': '06:00', 'closes': '02:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;451;4,841131800000368;45,76166769999715
Place Edouard Millaud;69384;;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-edouard-millaud;"[{'opens': '05:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;454;4,823567000000549;45,77415609999716
Passerelle du Collège;69386;;True;True;True;;True;;;;Open Street Map;453;4,84089804996019;45,76566584999686
Berge Aletta Jacobs;69383;;;True;True;True;;;;;Open Street Map;452;4,840806200053185;45,76089629999679
10  Rue Saint Hippolyte;69388;MJC Lumière;True;True;True;True;;;;"[{'opens': '08:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;412;4,863205700000139;45,746493699997146
Parc De La Commune De Paris;69266;;;True;;;;;;;ville de Villeurbanne, Open Street Map;459;4,900620899999752;45,768125899997145
Parc De La Feyssine;69266;Entrée du parc, toilette sèche;;True;;;;;;;ville de Villeurbanne, Open Street Map;460;4,882282099999943;45,78791729999715
Square Des Anciens Combattant D’afrique Du Nord;69266;;True;True;;;;;;;ville de Villeurbanne, Open Street Map;462;4,877017399999996;45,76520859999716
5 Rue de Bellevue;69276;;True;;;;True;;;;Open Street Map;463;4,855342200000219;45,66625749999716
Rue Chambovet;69383;dans parc;;True;;;;;;"[{'opens': '08:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;327;4,8955182999998055;45,74812209999716
12 Quai Maréchal Joffre;69382;;True;True;True;;;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-quai-marechal-joffre;;ville de Lyon, Open Street Map;465;4,8239706000005445;45,751830199997165
Place Bellecour;69382;;True;True;;;True;;https://www.lyon.fr/lieu/moderne-17eme-18eme/sanitaire-public-place-bellecour;"[{'opens': '08:00', 'closes': '19:30', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;466;4,832869500000452;45,75698929999716
197 Allée du 4 Avril 1908;69292;;True;True;;;True;;;;Open Street Map;467;4,869763700000072;45,82516649999715
3 Rue Béchevelin;69387;;;;;;;;;;Open Street Map;468;4,842508100000353;45,75411419999713
76 Rue Pasteur;69387;;;;;;;;;;Open Street Map;469;4,837359000000407;45,75017599999716
2 Rue De La Doulline;69089;Face place du repos;;True;;;;;;;Métropole de Lyon, Open Street Map;446;4,7617005000011865;45,73742349999716
100g Cours Lafayette;69383;;;True;;;;;;;Open Street Map;482;4,8502446000002735;45,763166499997155
1 Rue de la Baleine;69385;;True;;;;True;;;;Open Street Map;483;4,8291608000004915;45,76333299999716
Quai de Bondy;69385;;True;True;;;True;;;;Open Street Map;485;4,829034100000493;45,76607369999716
10 Ruelle du Grand Casernement;69387;;True;True;;;;;;;Open Street Map;486;4,854027000000235;45,74617209999715
10 Rue Paul Langevin;69029;;;;;;;;;;Open Street Map;487;4,9173742999995795;45,72119919999716
24 Impasse de l'Hippodrome;69029;;;;;;;;;;Open Street Map;488;4,917610299999579;45,72016179999716
Chemin des Violettes;69029;;;;;;;;;;Open Street Map;490;4,913475399999621;45,72390049999716
15 Avenue de l'Europe;69290;;;True;;;;;;;Open Street Map;491;4,919456100552011;45,7177691999931
2 Avenue de l'Europe;69290;;;;;;;;;;Open Street Map;492;4,918227199999571;45,71915429999715
30 Impasse de l'Hippodrome;69290;;;;;;;;;;Open Street Map;494;4,918817299999565;45,719311599997155
Allée des Hêtres;69290;;;True;;;;;;;Open Street Map;495;4,962788399999113;45,69357149999715
Chemin des Petites Mauguettes;69290;;True;True;;;;;;;Open Street Map;496;4,97471279999899;45,69825539999715
Lieudit Saythe;69290;;True;True;;;True;;;;Open Street Map;497;4,94372089999931;45,69102719999715
Ancienne Écluse;69034;;True;True;;;;;;;ville de Caluire-et-Cuire, Open Street Map;498;4,827989500000504;45,79466769999714
Angle Rue Du Docteur Laennec /Allée De La Jeunesse;69034;Angle rue docteur laennec;True;True;;;;;;;ville de Caluire-et-Cuire, Métropole de Lyon;499;4,845038436362618;45,79106234850566
Chemin Du Penthod;69034;Vers rd point;True;True;;;;;;;ville de Caluire-et-Cuire, Métropole de Lyon;501;4,8363513942045255;45,78796565217651
Croisement De La Voie Verte Et Chemin De Crépieux;69034;;True;True;;;;;;;ville de Caluire-et-Cuire;502;4,853151742701327;45,80071074423918
Fort De Montessuy;69034;;True;True;True;;;;;;ville de Caluire-et-Cuire, Open Street Map;503;4,847296600000304;45,791485099997146
Le Radiant;69034;;True;True;;;;;;;ville de Caluire-et-Cuire;504;4,842370142334515;45,79760958643844
Place De Cuire Le Bas;69034;Angle montee des forts;True;True;;;;;;;ville de Caluire-et-Cuire, Métropole de Lyon;506;4,828544292947206;45,79387471067148
Place De La Rochette;69034;;True;True;;;True;;;;ville de Caluire-et-Cuire, Open Street Map;507;4,823816200000547;45,79177739999716
Place Gutenberg;69034;;True;True;;;;;;;ville de Caluire-et-Cuire;508;4,849269544984467;45,79487861795643
Place Jules Ferry;69034;;True;True;;;;;;;ville de Caluire-et-Cuire, Open Street Map;509;4,832944400000453;45,785693299997156
2 Place Jeanne d'Arc;69259;;;;;;;;;;Open Street Map;511;4,886067499999903;45,71726969999715
Place Bénédict Tessier;69385;;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-benedict-tessier;"[{'opens': '06:00', 'closes': '02:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;512;4,797298200000821;45,756301099997145
34 Quai Charles de Gaulle;69386;;True;True;;;True;;;;Open Street Map;513;4,855987300000214;45,78549989999715
26 Impasse de l'Hippodrome;69290;;;True;;;;;;;Open Street Map;493;4,918061999999573;45,71993009999716
Quai Charles De Gaulle;69386;côté Rhône;True;True;;;True;;;"[{'opens': '05:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;516;4,857594800000198;45,78482459999716
9 Avenue Denis Delorme;69044;;;;;;;;;;Métropole de Lyon;517;4,744318505938651;45,784739747508496
Place De Verdun;69143;Parking place de verdun;True;True;;;;;;;ville de Neuville-sur-Saône, Métropole de Lyon;520;4,83841925;45,87788865
Place Du 8 Mai 1945;69143;;True;True;;;;;;;ville de Neuville-sur-Saône, Open Street Map;522;4,839840600000382;45,877447999997145
Place Du 19 Mars 1962;69273;;;;;;;;;;Métropole de Lyon, Open Street Map;523;4,900536399999755;45,675237699997155
Quai Général De Gaulle;69003;Halte fluviale;;;;;;;;;Métropole de Lyon, Open Street Map;524;4,8346223000004365;45,86582149999715
Place Bad Abbach;69044;Derrière la mairie;;;;;;;;;Métropole de Lyon, Open Street Map;525;4,744005600001372;45,778499399997145
2 Rue de la Mairie;69063;;;;;;;;;;Open Street Map;526;4,839839300000381;45,82342409999715
