longitude,latitude,Nom de l'installation,prompt
50.4037712938,2.76764426398,PALCHEM,seveso
48.2261388832,4.13338782967,DISLAUB,seveso
46.9754223204,0.693018376221,CENTRE OUEST CEREALES-Descartes,seveso
48.7511909449,2.3010763575,GALION,seveso
48.7862155088,4.19593185474,PROLOGIS,seveso
43.3800021546,5.01082524726,NAPHTACHIMIE,seveso
49.0498688288,-0.374153878677,EPC FRANCE,seveso
43.2144328193,2.97939376376,AREVA NC Malvesi,seveso
49.1470961337,6.72177534397,TPF (Résines W) (ex cray valley Norsolèn,seveso
46.5909479255,-0.887894462311,SOLITOP,seveso
48.9848399714,1.75990321345,LINDEFRANCE,seveso
49.2489668774,2.43758410035,AKZO NOBEL DECORATIVE (ex AKZO NOBEL CO),seveso
45.7463374399,6.4274808264,MESSER FRANCE SAS,seveso
43.5661178614,1.43571961471,HERAKLES,seveso
48.7142536385,5.28891714497,RHOVYL,seveso
44.4520553282,-0.0672643583314,ARTIFICES SPECTACLES ET CIE SASU,seveso
45.2279463961,-0.751144345455,Cie Commerciale de Manutention Pétrolièr,seveso
48.2089596103,3.27993403564,CHEMETALL SA,seveso
43.4076258704,4.83093714411,GCA LOGISTICS FOS,seveso
44.9215419639,-0.533029010434,Les Docks Pétroliers d'Ambès (DPA),seveso
45.8396004561,5.25907490403,SICO,seveso
49.3736679921,3.37274182161,KUEHNE+NAGEL,seveso
46.7591145449,4.87451985365,Coop Agri et Viticole Bourgogne du Sud,seveso
48.0698042684,1.42369726366,AXEREAL SCA,seveso
50.699375398,2.11354991531,EQIOM Lumbres Cimenterie,seveso
49.4796955187,0.206405366781,YARA France,seveso
50.4334297763,2.88944610792,RECYTECH,seveso
43.4095042701,-0.629715225554,ARKEMA  France SA,seveso
48.8160443649,3.98059667802,TEREOS FRANCE,seveso
47.8311402753,1.66788245014,PROLOGIS FRANCE XLVIII EURL,seveso
48.7033741117,0.281547066905,FINAGAZ,seveso
46.0772721526,6.29217985303,SAFRAM France,seveso
45.3171700703,5.59286534312,SICO,seveso
46.6630641401,-0.00662930245235,CENTRE OUEST CEREALES,seveso
45.6363242254,-0.211423999773,CAMUS,seveso
49.4057058886,2.99910390311,WEYLCHEM LAMOTTE (ex CLARIANT SFC),seveso
50.3454909414,3.37649016299,AIR LIQUIDE Denain,seveso
43.3846049873,-0.598646317935,ARKEMA - Site de Mourenx,seveso
47.4267263393,1.49911812253,STORENGY,seveso
48.9599251271,8.19472201629,ROHM AND HAAS FRANCE SAS,seveso
48.7370139912,2.43135974638,SPVM,seveso
48.5765023231,2.59302280471,KUEHNE + NAGEL,seveso
49.3235084597,2.69192059061,FM France,seveso
49.8250773882,3.29656205514,SOPROCOS,seveso
43.7200747345,1.38384745984,TOTAL MARKETING SERVICES,seveso
44.06858455,1.11206544097,BUTAGAZ  SAS,seveso
49.6038114115,3.2257291989,DEM SA,seveso
45.7683597124,4.95006639491,GIFRER  BARBEZAT,seveso
48.9598773074,8.19478565886,DOW AGROSCIENCES Lauterbourg,seveso
50.3455781474,3.05466318629,SIPC,seveso
45.0367860258,-0.600319023437,AKZONOBEL Pulp and Performance Chemicals,seveso
49.1396242967,6.71045549895,ARKEMA,seveso
49.2662307936,6.14464340368,SCORI EST,seveso
50.5574787944,2.47139406112,TEREOS Sucrerie de Lillers,seveso
48.2558110343,-3.38563751001,DISTRIVERT,seveso
43.4787716709,1.15618967,SOCIETE ETIENNE LACROIX TOUS ARTIFICES,seveso
44.5877764424,-0.316658306964,CIRON SA -  Barsac,seveso
48.3811851892,3.02714846752,GEMFI,seveso
45.7259299244,4.95914173309,BRENNTAG RHONE ALPES,seveso
43.3295763423,3.2648514004,SBM Formulation ( ex CMPA),seveso
43.3964476762,5.01302856061,GEOGAZ Lavéra,seveso
43.699169613,4.62768825484,SUD ENGRAIS DISTRIBUTION,seveso
49.3238755326,6.09258498133,ARCELORMITTAL ATLANTIQUE ET LORRAINE,seveso
47.0641954731,-0.836282293373,MICHELIN,seveso
48.2658037748,-4.08289969287,NOBELSPORT,seveso
45.9542757167,-0.121735828242,COREA Chives,seveso
47.7940480882,7.19931305149,BIMA 83-Rue de l'industrie,seveso
49.1431635546,6.7086376348,TPF,seveso
45.5743314551,4.91685908548,SPMR,seveso
47.5317463882,4.55852348553,DIJON CEREALES-darcey,seveso
46.9042051499,-1.37448964602,BUTAGAZ SAS,seveso
45.2015268,5.8260644366,SOBEGAL,seveso
49.4732652336,0.55129448498,ESSO RAFFINAGE,seveso
47.8149800356,7.20722930832,DU PONT DE NEMOURS-Uffholtz Sat. 2,seveso
49.3098778871,1.00816798952,SANOFI CHIMIE SA,seveso
49.4928962281,0.210644361952,CHEVRON ORONITE SAS,seveso
47.4658902219,3.52321472656,RHODIA OPERATIONS (groupe solvay),seveso
47.8062244664,7.11296985125,Potasse et Produits Chimiques (PPC),seveso
49.6576993404,0.154844486211,CIM Antifer,seveso
49.4915734355,0.512475685462,SODES,seveso
47.1983595208,5.85881819097,Terre Comtoise,seveso
43.424184756,4.90190096355,ELENGY (CAVAOU),seveso
48.3856762664,2.97894474826,YARA France,seveso
48.4136517555,7.63373558327,DOW FRANCE SAS Erstein,seveso
50.6210092435,2.4788934048,APERAM ISBERGUES,seveso
47.9704586502,0.891468822679,DEC  Depôts Electrolytiques et Chimiques,seveso
45.5559290756,3.25565528444,CONSTELLIUM ISSOIRE,seveso
47.8005977953,7.19410511299,DU PONT DE NEMOURS-Cernay,seveso
48.5722093523,2.47711946076,ALTIS SEMICONDUCTOR,seveso
44.1471370034,-0.920950063079,EURALIS CEREALES,seveso
43.5173474227,1.54334147345,GACHES CHIMIE,seveso
45.7003783431,-0.311198628769,TESSENDIER et Fils-,seveso
50.4672339136,2.7262140001,VYNOVA MAZINGARBE  SAS,seveso
50.0803488081,4.72171736779,ITW PRODUITS CHIMIQUES,seveso
43.8572498384,5.79179248924,GEOMETHANE,seveso
43.4720232511,5.60658096779,STMICROELECTRONICS SAS,seveso
43.1417666234,6.03159831617,ANTARGAZ,seveso
43.497511805,5.20824898351,SPUR ENVIRONNEMENT,seveso
48.5309960268,-2.96830494193,TRISKALIA,seveso
47.280834884,-2.01275169303,AREVA NP,seveso
43.3632411697,2.29197973125,TITANOBEL,seveso
49.4157336754,2.1201640278,SOPROGAZ,seveso
48.1178991701,-1.82639856393,DE SANGOSSE,seveso
49.1407848737,6.70930402736,ARKEMA,seveso
45.548619847,-0.364951897201,PISSELOUP SAS,seveso
48.0976441617,-4.32883573916,SOBAD,seveso
49.1432596906,6.7084387355,TPF,seveso
48.4684023461,3.52541204425,SOUFFLET Fontaine-Macon,seveso
46.781769041,4.45240792272,WESTFALEN FRANCE,seveso
45.6433417386,5.0940654884,SIGMA ALDRICH,seveso
48.7126119575,5.28302577974,SODETAL AWT SAS,seveso
48.7025330439,2.61772702903,HEPPNER,seveso
50.4341529378,2.62323100204,SCORI,seveso
49.0036190737,1.70386210387,ONIVAL,seveso
49.4802598657,0.188817685488,SHMPP,seveso
49.4882390767,0.551409565984,SOCABU,seveso
46.1681086865,-1.20922510536,SISP,seveso
45.5262632645,6.47720178169,CARBONE SAVOIE,seveso
47.1223023828,-0.134446632048,PHYTEUROP,seveso
47.1916203879,1.88503220198,TERRAGROS APPROS SAS,seveso
50.2679943521,3.95677007881,TATA STEEL MAUBEUGE SAS,seveso
47.274383845,6.10941060791,ARDEA,seveso
48.384533506,2.9779592095,MENDES,seveso
49.5225960296,0.745660967639,REVIMA,seveso
50.9642424807,2.04328487592,LA FLANDRE,seveso
51.0096920218,2.33994625613,MINAKEM DUNKERQUE PRODUCTION,seveso
41.9321002698,8.72039076691,GDF Suez -  Station de gaz du Loretto,seveso
45.394566168,5.73509199678,PATURLE ACIERS,seveso
48.3124777807,-0.736716283923,ANTARGAZ,seveso
44.91389376,-0.522704553568,SIMOREP & CIE- CS MICHELIN,seveso
45.0910491703,5.73392889535,AREVA NP,seveso
48.0752932847,-0.720305834172,KENSINGTON FRANCE INDUSTRIAL PROPCO IPBM,seveso
47.5508725865,6.91561908767,THEVENIN & DUCROT DISTRIBUTION SAS,seveso
45.9951775978,1.50316334,TITANOBEL,seveso
47.6650831526,-2.07479577733,OVAKO,seveso
49.8348867979,3.48002319111,TEREOS FRANCE,seveso
43.3999785775,5.55852011242,CARLO ERBA  REAGENTS,seveso
43.6513375564,6.94755560769,ROBERTET PLAN DE GRASSE,seveso
45.8356851954,5.28621107878,UNILEVER FRANCE HPC INDUSTRIES UFHPC,seveso
45.9257957814,4.94843406805,SAS BERNARD PRODUCTIONS VEGETALES,seveso
49.7496574319,3.78008370399,BAYER SAS,seveso
43.1452179161,6.04200668958,PETROGARDE S.A.S,seveso
43.373329329,-0.585645727851,YARA France SAS,seveso
46.2011774741,3.08781572365,VAL'LIMAGNE.coop,seveso
45.7990376389,5.95569966866,THEVENIN ET DUCROT DISTRIBUTION,seveso
47.6591080951,-2.08401268522,BJ 75,seveso
50.3577794774,3.27570658517,OSTREVENT DEVELOPPEMENT,seveso
43.4556392665,4.92875968103,COGEX,seveso
48.0546505299,7.55922243954,CONSTELLIUM NEUF BRISACH,seveso
47.0566782962,5.41101296103,INOVYN France(ex solvay electrol france),seveso
48.5103309597,-0.422768725491,PCAS,seveso
43.436589615,5.23278641998,AIRBUS HELICOPTERS (ex-EUROCOPTER),seveso
48.6415394989,2.5483243206,UNIVAR,seveso
48.3437444594,1.76063123362,LOGI INDUSTRIE,seveso
48.9557190048,2.89885432487,BASF (ex COGNIS FRANCE SIDOBRE SINNOVA),seveso
45.5200510517,-0.548133337514,UNION de MOSNAC,seveso
49.4734977437,0.335238288389,PROLOGIS,seveso
50.5742044612,3.01923811686,BRUNEL CHIMIE DERIVES,seveso
48.973131685,1.75046941479,SARP Industries,seveso
48.0863291295,1.86233570042,XPO LOGISTICS,seveso
47.3137790926,-2.05596794573,ANTARGAZ,seveso
49.4839217185,0.270279002585,LUBRIZOL France,seveso
49.379387683,2.45963529978,BASF France (ex Coatings),seveso
43.3690054591,5.94774133922,TITANOBEL SA Dépôt de MAZAUGUES,seveso
49.20468583,1.70618188083,Storengy,seveso
49.1412325598,2.7917130837,VALFRANCE,seveso
45.3496194982,4.78935599038,SOGIF- SITE DE ROUSSILLON,seveso
48.3184609261,0.80083659307,AXEREAL,seveso
47.915771698,3.63809154916,DAVEY BICKFORD,seveso
47.9959071954,-0.218979362792,SICOGAZ SA,seveso
50.478437631,2.96352408756,GAZ ENERGIE DISTRIBUTION,seveso
49.2286066725,1.1646747428,RECTICEL,seveso
49.0052067413,2.20923892395,SILAR,seveso
44.359248073,4.72712605863,SODEREC INTERNATIONAL S.A.S,seveso
49.0380827726,2.69768929991,DISTRIBUTION FRANPRIX SA,seveso
49.377134254,1.0211846663,PETROPLUS RAFFINAGE PETIT COURONNE,seveso
48.5302641262,7.50176212069,MESSIER BUGATTI DOWTY,seveso
48.9269059505,2.60872507399,SITA FD ex FRANCE DECHETS (décharge cl1),seveso
44.3515096802,4.72968842066,COGEMA,seveso
50.3577794774,3.27570658517,COEUR BETA,seveso
45.6180154688,-0.164219109089,Maison A STAUB & Cie,seveso
43.0186406975,3.03966955127,DPPLN,seveso
44.5515348964,2.21834380265,SNAM STE NOUVELLE D'AFFINAGE DES METAUX,seveso
47.3876597488,0.748154643235,CCMP  (Cie Ciale Manutention Pétrolière),seveso
43.4000273024,5.19425350399,STOGAZ Marignane,seveso
44.5973007056,2.00393770543,RATIER FIGEAC  Sas,seveso
45.7225702665,-0.343770877273,MARTELL,seveso
43.4707014755,5.5997725763,KMG Ultra Pure Chemicals SAS,seveso
49.5052083427,0.135114757059,SEREP,seveso
49.264548258,0.150473081532,SPIRIT FRANCE DIFFUSION ex SACB,seveso
48.3886710444,-4.26536012945,EDF-CETAC (DIRINON),seveso
47.2882911956,5.40240141555,TITANOBEL,seveso
47.407358189,-1.19965809957,ODALIS,seveso
48.2374049434,3.54828140848,CAVAP,seveso
47.7579467619,7.52437600374,TREDI Hombourg,seveso
49.3041507528,2.5674590359,AFFINERIE DE PONT SAINTE MAXENCE,seveso
47.758405928,7.37194436402,WALLACH SAS,seveso
48.9014751412,2.18395407221,CCMP,seveso
47.3867770485,0.750008395109,GPSPC Principal (dépôts est et ouest),seveso
49.2948682246,4.37180325679,CRISTAL UNION - Ets de Betheniville,seveso
49.4337833495,2.84997191111,DSM Composite Resins France,seveso
48.3558334757,-3.87114094336,EDF-CETAC (BRENNILIS),seveso
49.4077911031,2.9941725166,CLARIANT Services (ex HOECHST),seveso
49.3790047922,2.45643152399,Flint Groupe France,seveso
48.5286025566,-0.213416581197,TITANOBEL,seveso
43.9120265608,1.31595330838,GRUEL FAYER,seveso
45.5232958195,6.31275420944,AIR PRODUCTS,seveso
45.1531264356,1.48736630647,BUTAGAZ,seveso
50.212604163,3.09449912837,DE SANGOSSE,seveso
47.2990780032,5.03721765678,RAFFINERIE DU MIDI,seveso
47.9197054392,1.9547455631,DEPOTS DE PETROLE D'ORLEANS,seveso
44.5451354888,-0.270294483171,SYSTEME U SA,seveso
49.1435693726,6.70861183727,TPF,seveso
48.1230055494,3.30661290569,PSV,seveso
48.1825872202,2.24709233609,ORGAPHARM,seveso
47.4189566962,-0.619694743234,CIM-CCMP de Bouchemaine,seveso
49.4187671654,1.02800556021,BOREALIS CHIMIE,seveso
45.7462149264,6.42528466894,UGITECH,seveso
46.7975199748,1.63538917349,AXEREAL,seveso
44.769326432,-0.76757195206,PENA ENVIRONNEMENT,seveso
46.1525857418,1.8710082989,PICOTY,seveso
49.139804803,-0.155088611671,SOLICENDRE,seveso
43.3792354272,5.04883528561,INEOS CHEMICALS LAVERA LPP (ICL - LPP),seveso
44.8726296319,-0.681415748158,SAFRAN HERAKLES SAS,seveso
43.6373158662,1.42657721944,SOCIETE TRAITEMENTS CHIMIQUES DES METAUX,seveso
48.9282644243,2.22854656635,PROTEC INDUSTRIE,seveso
49.3103666934,1.00781904863,BASF Agri-Production SAS,seveso
45.5700624888,4.92893333595,TOTAL FRANCE,seveso
47.8724888919,0.191394785722,Sté des dépôts Pétroliers de la Sarthe,seveso
43.5103831708,1.54809268787,TOTAL MARKETING SERVICES,seveso
43.8360841569,-0.833639668377,TEMBEC TARTAS,seveso
48.1618168813,-2.76104214973,UNION INVIVO - Magasin engrais,seveso
45.6733551774,-0.262528160586,UNICOOP,seveso
45.7900002378,3.10488845481,MFP MICHELIN,seveso
43.6589533189,1.3365930406,PRODEM,seveso
45.6894922118,4.91579850152,SOCIETE DU DEPOT DE SAINT-PRIEST,seveso
43.4018175879,-0.63494905972,Abengoa Bioenergy France,seveso
47.7538576736,7.52124761052,EUROGLAS,seveso
47.5047791327,0.615627400111,SOCAGRA,seveso
48.8616782251,5.51893754735,HUNTSMAN SURFACES SCIENCES FRANCE,seveso
45.6550132007,4.92256867917,INTERRA LOG,seveso
50.3412171516,3.58960820292,PPG FRANCE MANUFACTURING,seveso
45.0854069378,5.73952843544,ARKEMA,seveso
49.1410559825,6.70926858213,ARKEMA,seveso
48.3904901902,2.98334653416,LINDE France s.a.,seveso
50.616035737,2.45554324217,RECYCO,seveso
49.5021276005,2.93157917933,BOSTIK,seveso
43.4965287485,5.20834722005,SOLAMAT MEREX,seveso
45.7630153796,5.02235995332,IVA ESSEX,seveso
49.2661207117,4.03428261659,CHARBONNEAUX BRABANT SA,seveso
45.4153659811,4.40529035953,CHROMAGE INDUSTRIEL DU CENTRE,seveso
43.9355457936,2.19393084016,DYRUP  SAS,seveso
43.4546715336,6.49589561577,LODRAC,seveso
43.2838278889,2.91687987546,EDN,seveso
49.1795851596,6.87059340512,VFT FRANCE,seveso
45.7367494613,3.17415150065,TOTAL MARKETING SERVICES,seveso
43.4914768327,1.53469039914,AB7 INDUSTRIES,seveso
48.9899497285,4.34026917626,FM LOGISTIC,seveso
44.8358226862,-0.547762160559,BRENNTAG  AQUITAINE,seveso
48.2491040394,6.42932706528,VISKASE,seveso
51.0370750543,2.35200175064,DEPOTS DE PETROLE COTIERS,seveso
47.2893513086,6.19418993863,BUTAGAZ SAS,seveso
49.1470592472,6.69816019998,SNF SAS,seveso
45.9362902231,3.16130912889,TARDIF ET FILS,seveso
49.1634022314,6.9241911205,ELYSEE COSMETIQUES,seveso
45.7162469274,4.8283496123,DEPOT PETROLIER DE LYON,seveso
47.6617654251,6.4714074622,FAURECIA,seveso
47.0574685002,5.39337352115,ALFI,seveso
50.6190972022,2.48093051787,THYSSEN KRUPP ELECTRICAL STEEL UGO,seveso
48.5302181963,7.50178530625,MESSIER SERVICES,seveso
48.432818634,-1.111798027,AEROCHEM SAS,seveso
48.0337600451,3.30869826354,SOPREMA,seveso
41.9294034286,8.79181606866,Dépot Pétrolier de la CORSE(2A),seveso
48.3194558411,6.06553356681,SHEPHERD,seveso
50.3577794774,3.27570658517,COEUR DELTA,seveso
49.1408467765,6.70904781077,ARKEMA,seveso
48.976912313,7.022036385,WERNER,seveso
43.0241807445,3.05920016675,EPPLN,seveso
47.8832375716,-0.591234847309,SECHE ECO INDUSTRIES,seveso
